equipamento_id,timestamp,hora,minuto,dia_semana,mes,operando,consumo_kwh,solar_kwh,irradiancia_wm2,tarifa_rs_kwh,temperatura_c,cobertura_solar_pct,classe_risco,score_risco,custo_rs
8,2024-06-08 18:00:00,18,0,5,6,1,3.6507,0.9878,112.57,0.58,16.4,27.1,1,51,2.1174
1,2024-06-08 18:15:00,18,15,5,6,0,0.2285,1.0146,115.62,0.58,17.5,100.0,0,8,0.1325
2,2024-06-08 18:15:00,18,15,5,6,0,0.208,1.0146,115.62,0.58,17.5,100.0,0,8,0.1206
3,2024-06-08 18:15:00,18,15,5,6,1,10.9997,1.0146,115.62,0.58,17.5,9.2,1,55,6.3798
4,2024-06-08 18:15:00,18,15,5,6,1,7.989,1.0146,115.62,0.58,17.5,12.7,1,52,4.6336
5,2024-06-08 18:15:00,18,15,5,6,0,0.0922,1.0146,115.62,0.58,17.5,100.0,0,9,0.0535
6,2024-06-08 18:15:00,18,15,5,6,0,0.097,1.0146,115.62,0.58,17.5,100.0,0,11,0.0563
7,2024-06-08 18:15:00,18,15,5,6,0,0.0545,1.0146,115.62,0.58,17.5,100.0,0,14,0.0316
8,2024-06-08 18:15:00,18,15,5,6,1,4.0102,1.0146,115.62,0.58,17.5,25.3,1,50,2.3259
1,2024-06-08 18:30:00,18,30,5,6,0,0.2877,1.1117,126.69,0.58,18.2,100.0,0,11,0.1669
2,2024-06-08 18:30:00,18,30,5,6,0,0.2226,1.1117,126.69,0.58,18.2,100.0,0,15,0.1291
3,2024-06-08 18:30:00,18,30,5,6,1,8.5001,1.1117,126.69,0.58,18.2,13.1,1,53,4.9301
4,2024-06-08 18:30:00,18,30,5,6,0,0.1201,1.1117,126.69,0.58,18.2,100.0,0,14,0.0697
5,2024-06-08 18:30:00,18,30,5,6,0,0.1152,1.1117,126.69,0.58,18.2,100.0,0,7,0.0668
6,2024-06-08 18:30:00,18,30,5,6,0,0.1139,1.1117,126.69,0.58,18.2,100.0,0,9,0.0661
7,2024-06-08 18:30:00,18,30,5,6,0,0.0603,1.1117,126.69,0.58,18.2,100.0,0,13,0.035
8,2024-06-08 18:30:00,18,30,5,6,0,0.0782,1.1117,126.69,0.58,18.2,100.0,0,7,0.0454
1,2024-06-08 18:45:00,18,45,5,6,1,14.1816,0.9323,106.25,0.58,16.7,6.6,1,55,8.2253
2,2024-06-08 18:45:00,18,45,5,6,0,0.2439,0.9323,106.25,0.58,16.7,100.0,0,13,0.1415
3,2024-06-08 18:45:00,18,45,5,6,1,8.8906,0.9323,106.25,0.58,16.7,10.5,1,56,5.1565
4,2024-06-08 18:45:00,18,45,5,6,1,8.4425,0.9323,106.25,0.58,16.7,11.0,1,54,4.8966
5,2024-06-08 18:45:00,18,45,5,6,0,0.0919,0.9323,106.25,0.58,16.7,100.0,0,11,0.0533
6,2024-06-08 18:45:00,18,45,5,6,0,0.0946,0.9323,106.25,0.58,16.7,100.0,0,13,0.0549
7,2024-06-08 18:45:00,18,45,5,6,1,3.1967,0.9323,106.25,0.58,16.7,29.2,1,50,1.8541
8,2024-06-08 18:45:00,18,45,5,6,1,3.7022,0.9323,106.25,0.58,16.7,25.2,1,54,2.1473
1,2024-06-08 19:00:00,19,0,5,6,1,18.2988,0.0,0.0,0.58,19.4,0.0,2,85,10.6133
2,2024-06-08 19:00:00,19,0,5,6,0,0.2319,0.0,0.0,0.58,19.4,0.0,1,58,0.1345
3,2024-06-08 19:00:00,19,0,5,6,1,8.875,0.0,0.0,0.58,19.4,0.0,1,60,5.1475
4,2024-06-08 19:00:00,19,0,5,6,1,8.7102,0.0,0.0,0.58,19.4,0.0,1,58,5.0519
5,2024-06-08 19:00:00,19,0,5,6,0,0.1019,0.0,0.0,0.58,19.4,0.0,1,55,0.0591
6,2024-06-08 19:00:00,19,0,5,6,0,0.1278,0.0,0.0,0.58,19.4,0.0,1,59,0.0741
7,2024-06-08 19:00:00,19,0,5,6,0,0.0573,0.0,0.0,0.58,19.4,0.0,1,58,0.0332
8,2024-06-08 19:00:00,19,0,5,6,1,3.785,0.0,0.0,0.58,19.4,0.0,1,50,2.1953
1,2024-06-08 19:15:00,19,15,5,6,0,0.2349,0.0,0.0,0.58,16.0,0.0,1,59,0.1362
2,2024-06-08 19:15:00,19,15,5,6,0,0.2368,0.0,0.0,0.58,16.0,0.0,1,59,0.1373
3,2024-06-08 19:15:00,19,15,5,6,1,8.668,0.0,0.0,0.58,16.0,0.0,1,50,5.0274
4,2024-06-08 19:15:00,19,15,5,6,0,0.1626,0.0,0.0,0.58,16.0,0.0,1,59,0.0943
5,2024-06-08 19:15:00,19,15,5,6,0,0.1009,0.0,0.0,0.58,16.0,0.0,1,58,0.0585
6,2024-06-08 19:15:00,19,15,5,6,0,0.0902,0.0,0.0,0.58,16.0,0.0,1,53,0.0523
7,2024-06-08 19:15:00,19,15,5,6,0,0.0666,0.0,0.0,0.58,16.0,0.0,1,52,0.0386
8,2024-06-08 19:15:00,19,15,5,6,0,0.0665,0.0,0.0,0.58,16.0,0.0,1,57,0.0386
1,2024-06-08 19:30:00,19,30,5,6,0,0.2438,0.0,0.0,0.58,16.5,0.0,1,57,0.1414
2,2024-06-08 19:30:00,19,30,5,6,0,0.211,0.0,0.0,0.58,16.5,0.0,1,48,0.1224
3,2024-06-08 19:30:00,19,30,5,6,1,8.6431,0.0,0.0,0.58,16.5,0.0,1,53,5.013
4,2024-06-08 19:30:00,19,30,5,6,1,9.3992,0.0,0.0,0.58,16.5,0.0,1,58,5.4515
5,2024-06-08 19:30:00,19,30,5,6,0,0.1111,0.0,0.0,0.58,16.5,0.0,1,56,0.0644
6,2024-06-08 19:30:00,19,30,5,6,0,0.1301,0.0,0.0,0.58,16.5,0.0,1,56,0.0755
7,2024-06-08 19:30:00,19,30,5,6,0,0.0557,0.0,0.0,0.58,16.5,0.0,1,56,0.0323
8,2024-06-08 19:30:00,19,30,5,6,1,4.023,0.0,0.0,0.58,16.5,0.0,1,56,2.3333
1,2024-06-08 19:45:00,19,45,5,6,1,15.477,0.0,0.0,0.58,16.8,0.0,2,89,8.9767
2,2024-06-08 19:45:00,19,45,5,6,1,12.2356,0.0,0.0,0.58,16.8,0.0,1,60,7.0966
3,2024-06-08 19:45:00,19,45,5,6,1,9.5684,0.0,0.0,0.58,16.8,0.0,1,54,5.5497
4,2024-06-08 19:45:00,19,45,5,6,0,0.1694,0.0,0.0,0.58,16.8,0.0,1,60,0.0983
5,2024-06-08 19:45:00,19,45,5,6,0,0.1162,0.0,0.0,0.58,16.8,0.0,1,55,0.0674
6,2024-06-08 19:45:00,19,45,5,6,0,0.1016,0.0,0.0,0.58,16.8,0.0,1,56,0.0589
7,2024-06-08 19:45:00,19,45,5,6,0,0.0648,0.0,0.0,0.58,16.8,0.0,1,57,0.0376
8,2024-06-08 19:45:00,19,45,5,6,0,0.0684,0.0,0.0,0.58,16.8,0.0,1,55,0.0397
1,2024-06-08 20:00:00,20,0,5,6,0,0.2261,0.0,0.0,0.58,15.2,0.0,1,54,0.1311
2,2024-06-08 20:00:00,20,0,5,6,0,0.1852,0.0,0.0,0.58,15.2,0.0,1,54,0.1074
3,2024-06-08 20:00:00,20,0,5,6,1,9.1253,0.0,0.0,0.58,15.2,0.0,1,61,5.2927
4,2024-06-08 20:00:00,20,0,5,6,1,6.9677,0.0,0.0,0.58,15.2,0.0,1,51,4.0413
5,2024-06-08 20:00:00,20,0,5,6,0,0.1018,0.0,0.0,0.58,15.2,0.0,1,54,0.059
6,2024-06-08 20:00:00,20,0,5,6,0,0.1196,0.0,0.0,0.58,15.2,0.0,1,56,0.0694
7,2024-06-08 20:00:00,20,0,5,6,0,0.0566,0.0,0.0,0.58,15.2,0.0,1,57,0.0328
8,2024-06-08 20:00:00,20,0,5,6,0,0.073,0.0,0.0,0.58,15.2,0.0,1,58,0.0423
1,2024-06-08 20:15:00,20,15,5,6,1,13.0779,0.0,0.0,0.58,15.2,0.0,1,56,7.5852
2,2024-06-08 20:15:00,20,15,5,6,0,0.2155,0.0,0.0,0.58,15.2,0.0,1,55,0.125
3,2024-06-08 20:15:00,20,15,5,6,1,9.489,0.0,0.0,0.58,15.2,0.0,1,58,5.5036
4,2024-06-08 20:15:00,20,15,5,6,1,9.0229,0.0,0.0,0.58,15.2,0.0,1,58,5.2333
5,2024-06-08 20:15:00,20,15,5,6,0,0.1051,0.0,0.0,0.58,15.2,0.0,1,56,0.061
6,2024-06-08 20:15:00,20,15,5,6,0,0.1237,0.0,0.0,0.58,15.2,0.0,1,55,0.0717
7,2024-06-08 20:15:00,20,15,5,6,0,0.0665,0.0,0.0,0.58,15.2,0.0,1,57,0.0386
8,2024-06-08 20:15:00,20,15,5,6,1,3.5445,0.0,0.0,0.58,15.2,0.0,1,54,2.0558
1,2024-06-08 20:30:00,20,30,5,6,0,0.321,0.0,0.0,0.58,14.8,0.0,1,61,0.1862
2,2024-06-08 20:30:00,20,30,5,6,0,0.1838,0.0,0.0,0.58,14.8,0.0,1,52,0.1066
3,2024-06-08 20:30:00,20,30,5,6,1,9.1303,0.0,0.0,0.58,14.8,0.0,1,51,5.2956
4,2024-06-08 20:30:00,20,30,5,6,0,0.1374,0.0,0.0,0.58,14.8,0.0,1,56,0.0797
5,2024-06-08 20:30:00,20,30,5,6,0,0.1113,0.0,0.0,0.58,14.8,0.0,1,59,0.0646
6,2024-06-08 20:30:00,20,30,5,6,0,0.1262,0.0,0.0,0.58,14.8,0.0,1,55,0.0732
7,2024-06-08 20:30:00,20,30,5,6,1,2.4459,0.0,0.0,0.58,14.8,0.0,1,63,1.4186
8,2024-06-08 20:30:00,20,30,5,6,1,4.3214,0.0,0.0,0.58,14.8,0.0,1,60,2.5064
1,2024-06-08 20:45:00,20,45,5,6,0,0.275,0.0,0.0,0.58,15.9,0.0,1,57,0.1595
2,2024-06-08 20:45:00,20,45,5,6,0,0.2544,0.0,0.0,0.58,15.9,0.0,1,55,0.1476
3,2024-06-08 20:45:00,20,45,5,6,0,0.1352,0.0,0.0,0.58,15.9,0.0,1,50,0.0784
4,2024-06-08 20:45:00,20,45,5,6,1,8.2715,0.0,0.0,0.58,15.9,0.0,1,56,4.7975
5,2024-06-08 20:45:00,20,45,5,6,0,0.091,0.0,0.0,0.58,15.9,0.0,1,63,0.0528
6,2024-06-08 20:45:00,20,45,5,6,0,0.1227,0.0,0.0,0.58,15.9,0.0,1,53,0.0712
7,2024-06-08 20:45:00,20,45,5,6,0,0.0457,0.0,0.0,0.58,15.9,0.0,1,53,0.0265
8,2024-06-08 20:45:00,20,45,5,6,1,4.2024,0.0,0.0,0.58,15.9,0.0,1,59,2.4374
1,2024-06-08 21:00:00,21,0,5,6,0,0.2639,0.0,0.0,0.58,17.1,0.0,1,55,0.1531
2,2024-06-08 21:00:00,21,0,5,6,0,0.2313,0.0,0.0,0.58,17.1,0.0,1,51,0.1342
3,2024-06-08 21:00:00,21,0,5,6,1,9.4784,0.0,0.0,0.58,17.1,0.0,1,55,5.4975
4,2024-06-08 21:00:00,21,0,5,6,1,9.3293,0.0,0.0,0.58,17.1,0.0,1,58,5.411
5,2024-06-08 21:00:00,21,0,5,6,0,0.0952,0.0,0.0,0.58,17.1,0.0,1,52,0.0552
6,2024-06-08 21:00:00,21,0,5,6,0,0.1243,0.0,0.0,0.58,17.1,0.0,1,60,0.0721
7,2024-06-08 21:00:00,21,0,5,6,0,0.0481,0.0,0.0,0.58,17.1,0.0,1,55,0.0279
8,2024-06-08 21:00:00,21,0,5,6,0,0.0715,0.0,0.0,0.58,17.1,0.0,1,52,0.0415
1,2024-06-08 21:15:00,21,15,5,6,0,0.248,0.0,0.0,0.58,12.8,0.0,1,57,0.1438
2,2024-06-08 21:15:00,21,15,5,6,0,0.2335,0.0,0.0,0.58,12.8,0.0,1,54,0.1354
3,2024-06-08 21:15:00,21,15,5,6,1,10.5053,0.0,0.0,0.58,12.8,0.0,1,57,6.0931
4,2024-06-08 21:15:00,21,15,5,6,1,7.6552,0.0,0.0,0.58,12.8,0.0,1,52,4.44
5,2024-06-08 21:15:00,21,15,5,6,0,0.0957,0.0,0.0,0.58,12.8,0.0,1,58,0.0555
6,2024-06-08 21:15:00,21,15,5,6,0,0.1288,0.0,0.0,0.58,12.8,0.0,1,56,0.0747
7,2024-06-08 21:15:00,21,15,5,6,0,0.0575,0.0,0.0,0.58,12.8,0.0,1,59,0.0333
8,2024-06-08 21:15:00,21,15,5,6,0,0.075,0.0,0.0,0.58,12.8,0.0,1,56,0.0435
1,2024-06-08 21:30:00,21,30,5,6,0,0.2518,0.0,0.0,0.58,14.5,0.0,1,54,0.146
2,2024-06-08 21:30:00,21,30,5,6,0,0.2611,0.0,0.0,0.58,14.5,0.0,1,55,0.1514
3,2024-06-08 21:30:00,21,30,5,6,1,8.9669,0.0,0.0,0.58,14.5,0.0,1,55,5.2008
4,2024-06-08 21:30:00,21,30,5,6,1,6.1753,0.0,0.0,0.58,14.5,0.0,1,58,3.5817
5,2024-06-08 21:30:00,21,30,5,6,0,0.1048,0.0,0.0,0.58,14.5,0.0,1,58,0.0608
6,2024-06-08 21:30:00,21,30,5,6,0,0.1073,0.0,0.0,0.58,14.5,0.0,1,60,0.0622
7,2024-06-08 21:30:00,21,30,5,6,0,0.0644,0.0,0.0,0.58,14.5,0.0,1,62,0.0374
8,2024-06-08 21:30:00,21,30,5,6,1,4.44,0.0,0.0,0.58,14.5,0.0,1,56,2.5752
1,2024-06-08 21:45:00,21,45,5,6,0,0.2592,0.0,0.0,0.58,14.6,0.0,1,55,0.1503
2,2024-06-08 21:45:00,21,45,5,6,0,0.251,0.0,0.0,0.58,14.6,0.0,1,59,0.1456
3,2024-06-08 21:45:00,21,45,5,6,0,0.1506,0.0,0.0,0.58,14.6,0.0,1,56,0.0873
4,2024-06-08 21:45:00,21,45,5,6,1,8.7632,0.0,0.0,0.58,14.6,0.0,1,57,5.0827
5,2024-06-08 21:45:00,21,45,5,6,0,0.125,0.0,0.0,0.58,14.6,0.0,1,61,0.0725
6,2024-06-08 21:45:00,21,45,5,6,0,0.0988,0.0,0.0,0.58,14.6,0.0,1,58,0.0573
7,2024-06-08 21:45:00,21,45,5,6,0,0.0499,0.0,0.0,0.58,14.6,0.0,1,58,0.0289
8,2024-06-08 21:45:00,21,45,5,6,1,3.911,0.0,0.0,0.58,14.6,0.0,1,54,2.2684
1,2024-06-08 22:00:00,22,0,5,6,0,0.3285,0.0,0.0,0.58,12.9,0.0,1,58,0.1905
2,2024-06-08 22:00:00,22,0,5,6,0,0.221,0.0,0.0,0.58,12.9,0.0,1,59,0.1282
3,2024-06-08 22:00:00,22,0,5,6,0,0.1824,0.0,0.0,0.58,12.9,0.0,1,54,0.1058
4,2024-06-08 22:00:00,22,0,5,6,1,8.2802,0.0,0.0,0.58,12.9,0.0,1,52,4.8025
5,2024-06-08 22:00:00,22,0,5,6,0,0.0951,0.0,0.0,0.58,12.9,0.0,1,62,0.0552
6,2024-06-08 22:00:00,22,0,5,6,0,0.1055,0.0,0.0,0.58,12.9,0.0,1,56,0.0612
7,2024-06-08 22:00:00,22,0,5,6,0,0.0656,0.0,0.0,0.58,12.9,0.0,1,56,0.038
8,2024-06-08 22:00:00,22,0,5,6,1,4.3999,0.0,0.0,0.58,12.9,0.0,1,60,2.5519
1,2024-06-08 22:15:00,22,15,5,6,0,0.2933,0.0,0.0,0.58,13.0,0.0,1,53,0.1701
2,2024-06-08 22:15:00,22,15,5,6,0,0.259,0.0,0.0,0.58,13.0,0.0,1,57,0.1502
3,2024-06-08 22:15:00,22,15,5,6,1,9.7742,0.0,0.0,0.58,13.0,0.0,1,51,5.669
4,2024-06-08 22:15:00,22,15,5,6,0,0.1763,0.0,0.0,0.58,13.0,0.0,1,57,0.1023
5,2024-06-08 22:15:00,22,15,5,6,0,0.1202,0.0,0.0,0.58,13.0,0.0,1,53,0.0697
6,2024-06-08 22:15:00,22,15,5,6,0,0.1272,0.0,0.0,0.58,13.0,0.0,1,56,0.0738
7,2024-06-08 22:15:00,22,15,5,6,0,0.0529,0.0,0.0,0.58,13.0,0.0,1,56,0.0307
8,2024-06-08 22:15:00,22,15,5,6,0,0.0623,0.0,0.0,0.58,13.0,0.0,1,54,0.0361
1,2024-06-08 22:30:00,22,30,5,6,0,0.254,0.0,0.0,0.58,14.4,0.0,1,55,0.1473
2,2024-06-08 22:30:00,22,30,5,6,0,0.2375,0.0,0.0,0.58,14.4,0.0,1,53,0.1377
3,2024-06-08 22:30:00,22,30,5,6,0,0.161,0.0,0.0,0.58,14.4,0.0,1,56,0.0934
4,2024-06-08 22:30:00,22,30,5,6,0,0.124,0.0,0.0,0.58,14.4,0.0,1,52,0.0719
5,2024-06-08 22:30:00,22,30,5,6,0,0.0943,0.0,0.0,0.58,14.4,0.0,1,55,0.0547
6,2024-06-08 22:30:00,22,30,5,6,0,0.1043,0.0,0.0,0.58,14.4,0.0,1,57,0.0605
7,2024-06-08 22:30:00,22,30,5,6,0,0.0637,0.0,0.0,0.58,14.4,0.0,1,53,0.0369
8,2024-06-08 22:30:00,22,30,5,6,0,0.0875,0.0,0.0,0.58,14.4,0.0,1,60,0.0507
1,2024-06-08 22:45:00,22,45,5,6,0,0.2762,0.0,0.0,0.58,14.6,0.0,1,65,0.1602
2,2024-06-08 22:45:00,22,45,5,6,0,0.2403,0.0,0.0,0.58,14.6,0.0,1,54,0.1394
3,2024-06-08 22:45:00,22,45,5,6,0,0.1802,0.0,0.0,0.58,14.6,0.0,1,57,0.1045
4,2024-06-08 22:45:00,22,45,5,6,0,0.173,0.0,0.0,0.58,14.6,0.0,1,60,0.1003
5,2024-06-08 22:45:00,22,45,5,6,0,0.1219,0.0,0.0,0.58,14.6,0.0,1,56,0.0707
6,2024-06-08 22:45:00,22,45,5,6,0,0.1232,0.0,0.0,0.58,14.6,0.0,1,56,0.0715
7,2024-06-08 22:45:00,22,45,5,6,0,0.0644,0.0,0.0,0.58,14.6,0.0,1,53,0.0374
8,2024-06-08 22:45:00,22,45,5,6,1,4.2782,0.0,0.0,0.58,14.6,0.0,1,55,2.4814
1,2024-06-08 23:00:00,23,0,5,6,1,15.4557,0.0,0.0,0.58,14.0,0.0,2,86,8.9643
2,2024-06-08 23:00:00,23,0,5,6,1,10.179,0.0,0.0,0.58,14.0,0.0,1,55,5.9038
3,2024-06-08 23:00:00,23,0,5,6,1,8.9083,0.0,0.0,0.58,14.0,0.0,1,63,5.1668
4,2024-06-08 23:00:00,23,0,5,6,1,7.6646,0.0,0.0,0.58,14.0,0.0,1,55,4.4455
5,2024-06-08 23:00:00,23,0,5,6,0,0.1165,0.0,0.0,0.58,14.0,0.0,1,51,0.0676
6,2024-06-08 23:00:00,23,0,5,6,0,0.1301,0.0,0.0,0.58,14.0,0.0,1,53,0.0755
7,2024-06-08 23:00:00,23,0,5,6,0,0.0509,0.0,0.0,0.58,14.0,0.0,1,56,0.0295
8,2024-06-08 23:00:00,23,0,5,6,1,3.7703,0.0,0.0,0.58,14.0,0.0,1,59,2.1868
1,2024-06-08 23:15:00,23,15,5,6,1,15.5691,0.0,0.0,0.58,17.4,0.0,2,94,9.0301
2,2024-06-08 23:15:00,23,15,5,6,0,0.2043,0.0,0.0,0.58,17.4,0.0,1,60,0.1185
3,2024-06-08 23:15:00,23,15,5,6,0,0.1902,0.0,0.0,0.58,17.4,0.0,1,60,0.1103
4,2024-06-08 23:15:00,23,15,5,6,1,6.8938,0.0,0.0,0.58,17.4,0.0,1,52,3.9984
5,2024-06-08 23:15:00,23,15,5,6,0,0.1327,0.0,0.0,0.58,17.4,0.0,1,54,0.077
6,2024-06-08 23:15:00,23,15,5,6,0,0.1039,0.0,0.0,0.58,17.4,0.0,1,55,0.0603
7,2024-06-08 23:15:00,23,15,5,6,0,0.0647,0.0,0.0,0.58,17.4,0.0,1,57,0.0375
8,2024-06-08 23:15:00,23,15,5,6,1,3.9203,0.0,0.0,0.58,17.4,0.0,1,59,2.2738
1,2024-06-08 23:30:00,23,30,5,6,0,0.2829,0.0,0.0,0.58,13.5,0.0,1,52,0.1641
2,2024-06-08 23:30:00,23,30,5,6,1,12.1612,0.0,0.0,0.58,13.5,0.0,1,53,7.0535
3,2024-06-08 23:30:00,23,30,5,6,0,0.1915,0.0,0.0,0.58,13.5,0.0,1,59,0.1111
4,2024-06-08 23:30:00,23,30,5,6,0,0.17,0.0,0.0,0.58,13.5,0.0,1,57,0.0986
5,2024-06-08 23:30:00,23,30,5,6,0,0.1032,0.0,0.0,0.58,13.5,0.0,1,54,0.0599
6,2024-06-08 23:30:00,23,30,5,6,0,0.111,0.0,0.0,0.58,13.5,0.0,1,62,0.0644
7,2024-06-08 23:30:00,23,30,5,6,0,0.0528,0.0,0.0,0.58,13.5,0.0,1,52,0.0306
8,2024-06-08 23:30:00,23,30,5,6,1,4.1755,0.0,0.0,0.58,13.5,0.0,1,54,2.4218
1,2024-06-08 23:45:00,23,45,5,6,0,0.2857,0.0,0.0,0.58,14.9,0.0,1,57,0.1657
2,2024-06-08 23:45:00,23,45,5,6,0,0.1947,0.0,0.0,0.58,14.9,0.0,1,60,0.1129
3,2024-06-08 23:45:00,23,45,5,6,1,10.4574,0.0,0.0,0.58,14.9,0.0,1,58,6.0653
4,2024-06-08 23:45:00,23,45,5,6,0,0.163,0.0,0.0,0.58,14.9,0.0,1,57,0.0945
5,2024-06-08 23:45:00,23,45,5,6,1,5.7904,0.0,0.0,0.58,14.9,0.0,1,59,3.3584
6,2024-06-08 23:45:00,23,45,5,6,0,0.1022,0.0,0.0,0.58,14.9,0.0,1,58,0.0593
7,2024-06-08 23:45:00,23,45,5,6,0,0.0607,0.0,0.0,0.58,14.9,0.0,1,54,0.0352
8,2024-06-08 23:45:00,23,45,5,6,0,0.0703,0.0,0.0,0.58,14.9,0.0,1,56,0.0408
1,2024-06-09 00:00:00,0,0,6,6,0,0.2682,0.0,0.0,0.58,21.9,0.0,1,55,0.1556
2,2024-06-09 00:00:00,0,0,6,6,0,0.2628,0.0,0.0,0.58,21.9,0.0,1,55,0.1524
3,2024-06-09 00:00:00,0,0,6,6,0,0.1438,0.0,0.0,0.58,21.9,0.0,1,60,0.0834
4,2024-06-09 00:00:00,0,0,6,6,1,7.2052,0.0,0.0,0.58,21.9,0.0,1,54,4.179
5,2024-06-09 00:00:00,0,0,6,6,0,0.1261,0.0,0.0,0.58,21.9,0.0,1,48,0.0731
6,2024-06-09 00:00:00,0,0,6,6,0,0.135,0.0,0.0,0.58,21.9,0.0,1,49,0.0783
7,2024-06-09 00:00:00,0,0,6,6,0,0.0542,0.0,0.0,0.58,21.9,0.0,1,54,0.0314
8,2024-06-09 00:00:00,0,0,6,6,1,3.942,0.0,0.0,0.58,21.9,0.0,1,49,2.2864
1,2024-06-09 00:15:00,0,15,6,6,0,0.3314,0.0,0.0,0.58,21.3,0.0,1,50,0.1922
2,2024-06-09 00:15:00,0,15,6,6,0,0.2058,0.0,0.0,0.58,21.3,0.0,1,55,0.1194
3,2024-06-09 00:15:00,0,15,6,6,0,0.1844,0.0,0.0,0.58,21.3,0.0,1,62,0.107
4,2024-06-09 00:15:00,0,15,6,6,0,0.1483,0.0,0.0,0.58,21.3,0.0,1,57,0.086
5,2024-06-09 00:15:00,0,15,6,6,0,0.1274,0.0,0.0,0.58,21.3,0.0,1,62,0.0739
6,2024-06-09 00:15:00,0,15,6,6,0,0.1339,0.0,0.0,0.58,21.3,0.0,1,51,0.0777
7,2024-06-09 00:15:00,0,15,6,6,0,0.062,0.0,0.0,0.58,21.3,0.0,1,53,0.036
8,2024-06-09 00:15:00,0,15,6,6,1,3.803,0.0,0.0,0.58,21.3,0.0,1,56,2.2057
1,2024-06-09 00:30:00,0,30,6,6,1,15.2898,0.0,0.0,0.58,23.7,0.0,2,87,8.8681
2,2024-06-09 00:30:00,0,30,6,6,0,0.2674,0.0,0.0,0.58,23.7,0.0,1,54,0.1551
3,2024-06-09 00:30:00,0,30,6,6,1,9.4969,0.0,0.0,0.58,23.7,0.0,1,52,5.5082
4,2024-06-09 00:30:00,0,30,6,6,1,9.1477,0.0,0.0,0.58,23.7,0.0,1,60,5.3057
5,2024-06-09 00:30:00,0,30,6,6,0,0.1211,0.0,0.0,0.58,23.7,0.0,1,53,0.0702
6,2024-06-09 00:30:00,0,30,6,6,1,6.1327,0.0,0.0,0.58,23.7,0.0,1,53,3.557
7,2024-06-09 00:30:00,0,30,6,6,0,0.0467,0.0,0.0,0.58,23.7,0.0,1,59,0.0271
8,2024-06-09 00:30:00,0,30,6,6,1,3.9138,0.0,0.0,0.58,23.7,0.0,1,53,2.27
1,2024-06-09 00:45:00,0,45,6,6,0,0.2854,0.0,0.0,0.58,23.6,0.0,1,55,0.1655
2,2024-06-09 00:45:00,0,45,6,6,0,0.2225,0.0,0.0,0.58,23.6,0.0,1,58,0.129
3,2024-06-09 00:45:00,0,45,6,6,0,0.1612,0.0,0.0,0.58,23.6,0.0,1,50,0.0935
4,2024-06-09 00:45:00,0,45,6,6,1,7.7064,0.0,0.0,0.58,23.6,0.0,1,55,4.4697
5,2024-06-09 00:45:00,0,45,6,6,0,0.0963,0.0,0.0,0.58,23.6,0.0,1,56,0.0559
6,2024-06-09 00:45:00,0,45,6,6,0,0.0903,0.0,0.0,0.58,23.6,0.0,1,57,0.0524
7,2024-06-09 00:45:00,0,45,6,6,0,0.0632,0.0,0.0,0.58,23.6,0.0,1,57,0.0367
8,2024-06-09 00:45:00,0,45,6,6,1,3.9254,0.0,0.0,0.58,23.6,0.0,1,54,2.2767
1,2024-06-09 01:00:00,1,0,6,6,0,0.2847,0.0,0.0,0.58,24.0,0.0,1,54,0.1651
2,2024-06-09 01:00:00,1,0,6,6,0,0.2376,0.0,0.0,0.58,24.0,0.0,1,59,0.1378
3,2024-06-09 01:00:00,1,0,6,6,1,8.8714,0.0,0.0,0.58,24.0,0.0,1,56,5.1454
4,2024-06-09 01:00:00,1,0,6,6,0,0.1522,0.0,0.0,0.58,24.0,0.0,1,54,0.0883
5,2024-06-09 01:00:00,1,0,6,6,0,0.117,0.0,0.0,0.58,24.0,0.0,1,54,0.0679
6,2024-06-09 01:00:00,1,0,6,6,1,5.7832,0.0,0.0,0.58,24.0,0.0,1,54,3.3543
7,2024-06-09 01:00:00,1,0,6,6,0,0.0572,0.0,0.0,0.58,24.0,0.0,1,55,0.0332
8,2024-06-09 01:00:00,1,0,6,6,0,0.0722,0.0,0.0,0.58,24.0,0.0,1,55,0.0419
1,2024-06-09 01:15:00,1,15,6,6,0,0.2503,0.0,0.0,0.58,23.3,0.0,1,56,0.1452
2,2024-06-09 01:15:00,1,15,6,6,1,11.9481,0.0,0.0,0.58,23.3,0.0,1,58,6.9299
3,2024-06-09 01:15:00,1,15,6,6,0,0.1563,0.0,0.0,0.58,23.3,0.0,1,52,0.0907
4,2024-06-09 01:15:00,1,15,6,6,0,0.1649,0.0,0.0,0.58,23.3,0.0,1,55,0.0956
5,2024-06-09 01:15:00,1,15,6,6,0,0.1129,0.0,0.0,0.58,23.3,0.0,1,53,0.0655
6,2024-06-09 01:15:00,1,15,6,6,0,0.0901,0.0,0.0,0.58,23.3,0.0,1,58,0.0523
7,2024-06-09 01:15:00,1,15,6,6,0,0.0667,0.0,0.0,0.58,23.3,0.0,1,53,0.0387
8,2024-06-09 01:15:00,1,15,6,6,0,0.0631,0.0,0.0,0.58,23.3,0.0,1,56,0.0366
1,2024-06-09 01:30:00,1,30,6,6,0,0.2696,0.0,0.0,0.58,26.5,0.0,1,54,0.1564
2,2024-06-09 01:30:00,1,30,6,6,0,0.2538,0.0,0.0,0.58,26.5,0.0,1,55,0.1472
3,2024-06-09 01:30:00,1,30,6,6,1,9.1298,0.0,0.0,0.58,26.5,0.0,1,55,5.2953
